geoid_2010,geoid_2020,AREALAND_INT
060014093002018,060014093002015,14580
060014093002019,060014093002006,549
060014093002020,060014093002018,14891
060014093002021,060014093002017,14489
060014093002022,060014093002006,183
060014093002023,060014323001003,537
060014093003000,060014093003000,23029
060014093003001,060014093003001,28116
060014093003002,060014093003002,814
060014093003003,060014093003002,691
060014093003004,060014093003002,181361
060014093003005,060014093003003,16276
060014093003006,060014093003004,1110
060014093003007,060014093003005,8658
060014093003008,060014093003008,4755
060014093003009,060014093003007,9955
060014093003010,060014093003006,9194
060014093003011,060014093003009,662
060014093003012,060014093003009,4648
060014093003013,060014093003010,5888
060014093003014,060014093003010,937
060014093003015,060014093003014,1083
060014093003016,060014093003011,23784
060014093003017,060014093003012,5617
060014093003018,060014093003002,271
060014093003019,060014093003022,1619
060014093003020,060014093003023,1676
060014093003021,060014093003015,14897
060014093003022,060014093003016,14884
060014093003023,060014093003017,19624
060014093003024,060014093003018,16202
060014093003025,060014093003019,8922
060014093003026,060014093003020,7275
060014093003027,060014093003021,11092
060014093003028,060014093003013,11096
060014093003029,060014093003011,5954
060014093003030,060014093003011,5847
060014093003031,060014093003026,2415
060014093003032,060014093003025,6969
060014093003033,060014093003024,1293
060014093004000,060014093004000,14933
060014093004001,060014093004001,20967
060014093004002,060014093004003,7482
060014093004003,060014093004004,9477
060014093004004,060014093004002,9373
060014093004005,060014093004008,14079
060014093004006,060014093004005,13189
060014093004007,060014093004006,6921
060014093004008,060014093004007,30819
060014093004009,060014093004012,14029
060014093004010,060014093004010,13354
060014093004011,060014093004009,12948
060014093004012,060014093004011,12403
060014093004013,060014093004011,6105
060014093004014,060014093004013,6078
060014093004015,060014093004007,6115
060014094001000,060014094001000,1309
060014094001001,060014094001001,15691
060014094001002,060014094001002,14787
060014094001003,060014094001003,1196
060014094001004,060014094001004,1297
060014094001005,060014094001005,15373
060014094001006,060014094001006,14519
060014094001007,060014094001007,1202
060014094001008,060014094001008,16002
060014094001009,060014094001009,15089
060014094001010,060014094001010,15776
060014094001011,060014094001011,14990
060014094002000,060014094002000,28985
060014094002001,060014094002001,40911
060014094002002,060014094002002,11565
060014094002003,060014094002003,7774
060014094002004,060014094002022,9774
060014094002005,060014094002015,157021
060014094002006,060014094002015,18348
060014094002007,060014094002016,6677
060014094002008,060014094002017,7859
060014094002009,060014094002015,1253
060014094002010,060014094002020,6346
060014094002011,060014094002021,958
060014094002012,060014094002004,86073
060014094002013,060014094002006,2338
060014094002014,060014094002009,7311
060014094002015,060014094002011,15680
060014094002016,060014094002012,15857
060014094002017,060014094002004,19497
060014094002018,060014094002023,29028
060014094002019,060014094002006,7418
060014094002020,060014094002006,7389
060014094002021,060014094002006,7285
060014094002022,060014094002004,43840
060014094002023,060014094002006,2080
060014094002024,060014094002010,8994
060014094002025,060014094002008,12394
060014094002026,060014094002007,9576
060014094002027,060014094002005,10801
060014094002028,060014094002024,19541
060014094002029,060014094002018,19732
060014094002030,060014094002019,20051
060014094002031,060014094002004,9660
060014094002032,060014094002006,2170
060014094002033,060014094002006,2129
060014094002034,060014094002021,108311
060014094002035,060014094002021,19305
060014094002036,060014094002026,90438
060014094002037,060014094002026,25849
060014094002038,060014094002025,7692
060014094002039,060014094002004,1382
060014094002040,060014094002004,12540
060014094003000,060014094003000,299
060014094003001,060014094003000,906
060014094003002,060014094003001,9999
060014094003003,060014094003004,15015
060014094003004,060014094003000,468
060014094003005,060014094003005,658
060014094003006,060014094003005,1163
060014094003007,060014094003008,14696
060014094003008,060014094003009,13705
060014094003009,060014094003010,13934
060014094003010,060014094003003,9046
060014094003011,060014094003012,10745
060014094003012,060014094003014,13967
060014094003013,060014094003015,13732
060014094003014,060014094003007,14823
060014094003015,060014094003006,1202
060014094003016,060014094003016,1293
060014094003017,060014094003017,14491
060014094003018,060014094003018,15680
060014094003019,060014094003019,13850
060014095001000,060014095001002,190555
060014095001001,060014095001003,15102
060014095001002,060014095001004,13760
060014095001003,060014095001001,15471
060014095001004,060014095001005,15135
060014095001005,060014095001014,5058
060014095001006,060014095001015,4874
060014095001007,060014095001016,73493
060014095001008,060014095001006,795
060014095001009,060014095001006,33648
060014095001010,060014095001004,19876
060014095001011,060014095001008,17074
060014095001012,060014095001007,14747
060014095001013,060014095001010,12042
060014095001014,060014095001009,20274
060014095001015,060014095001012,19332
060014095001016,060014095001011,12012
060014095002000,060014095002000,692
060014095002001,060014095002001,23534
060014095002002,060014095002000,578
060014095002003,060014095002000,800
060014095002004,060014095002004,15866
060014095002005,060014095002005,17231
060014095002006,060014095002006,1923
060014095002007,060014095002002,20186
060014095002008,060014095002003,15932
060014095002009,060014095002009,15726
060014095002010,060014095002008,15558
060014095002011,060014095002007,17021
060014095002012,060014095002007,874
060014095002013,060014095002012,1310
060014095002014,060014095002011,16936
060014095002015,060014095002010,31474
060014095002016,060014095002008,799
060014095002017,060014095002009,814
060014095003000,060014095003000,543
060014095003001,060014095003001,17591
060014095003002,060014095003000,774
060014095003003,060014095003000,276
060014095003004,060014095003003,14893
060014095003005,060014095003002,891
060014095003006,060014095003002,254
060014095003007,060014095003009,15049
060014095003008,060014095003002,987
060014095003009,060014095003008,13550
060014095003010,060014095003007,13886
060014095003011,060014095003004,16098
060014095003012,060014095003005,16215
060014095003013,060014095003006,13992
060014095003014,060014095003010,13770
060014096001000,060014096001000,18180
060014096001001,060014096001001,17437
060014096001002,060014096001002,17452
060014096001003,060014096001003,17413
060014096001004,060014096001004,17650
060014096001005,060014096001005,17338
060014096001006,060014096001006,17550
060014096001007,060014096001007,17728
060014096002000,060014096002000,13929
060014096002001,060014096002001,13878
060014096002002,060014096002002,13726
060014096002003,060014096002003,13483
060014096002004,060014096002004,14884
060014096002005,060014096002005,14640
060014096002006,060014096002006,15341
060014096002007,060014096002007,15533
060014096002008,060014096002009,8367
060014096002009,060014096002010,9052
060014096003000,060014096003000,745
060014096003001,060014096003000,11892
060014096003002,060014096003001,13120
060014096003003,060014096003001,555
060014096003004,060014096003002,622
060014096003005,060014096003002,11484
060014096003006,060014096003006,23307
060014096003007,060014096003005,21475
060014096003008,060014096003004,21433
060014096003009,060014096003003,11395
060014096004000,060014096004000,14347
060014096004001,060014096004001,15453
060014096004002,060014096004005,8969
060014096004003,060014096004006,700
060014096004004,060014096004004,14762
060014096004005,060014096004002,14028
060014096004006,060014096004003,12790
060014096004007,060014096004006,374
060014096004008,060014096004004,318
060014096004009,060014096004004,767
060014096004010,060014096004008,11641
060014096004011,060014096004007,11555
060014096004012,060014096004010,21484
060014096004013,060014096004009,21867
060014096005000,060014096005000,16921
060014096005001,060014096005001,17456
060014096005002,060014096005002,17463
060014096005003,060014096005003,15642
060014096005004,060014096005004,17561
060014096005005,060014096005005,17660
060014096005006,060014096005006,15506
060014096005007,060014096005007,15734
060014096005008,060014096005008,12504
060014096005009,060014096005009,13900
060014096005010,060014096005010,13705
060014096005011,060014096005011,12171
060014097001000,060014097001000,678
060014097001001,060014097001000,15479
060014097001002,060014097001000,370
060014097001003,060014097001002,386
060014097001004,060014097001002,215613
060014097001005,060014097001001,13102
060014097001006,060014097001002,648
060014097002000,060014097002000,262
060014097002001,060014097002000,51584
060014097002002,060014097002000,830
060014097002003,060014097002001,852
060014097002004,060014097002001,914
060014097002005,060014097002001,48436
060014097002006,060014097002002,2460
060014097002007,060014097002003,11568
060014097002008,060014097002004,12555
060014097002009,060014097002005,21470
060014097002010,060014097002006,19508
060014097002011,060014097002007,4370
060014097002012,060014097002008,16819
060014097002013,060014097002009,21768
060014097003000,060014097003000,15425
060014097003001,060014097003001,18978
060014097003002,060014097003002,11653
060014097003003,060014097003003,11080
060014097003004,060014097003004,13150
060014097003005,060014097003005,1623
060014097003006,060014097003006,13646
060014097003007,060014097003007,14905
