GEOID,ZCTA,LAND_AREA
060014382013005,94544,1829
060014382013006,94544,1949
060014382013007,94544,23120
060014382013008,94544,32166
060014382013009,94544,25955
060014382013010,94544,19125
060014382013011,94544,19833
060014382013012,94544,68713
060014382013013,94544,30880
060014382013014,94544,28234
060014382031000,94544,14514
060014382031001,94544,130576
060014382031002,94544,18726
060014382031003,94544,1042
060014382031004,94544,10543
060014382031005,94544,33121
060014382031006,94544,4259
060014382031007,94544,37991
060014382031008,94544,10119
060014382031009,94544,2539
060014382031010,94544,70340
060014382031011,94544,64063
060014382031012,94544,51014
060014382031013,94544,81478
060014382031014,94544,20984
060014382031015,94544,37204
060014382031016,94544,2950
060014382031017,94544,19725
060014382031018,94544,125712
060014382031019,94544,75290
060014382031020,94544,16302
060014382031021,94544,351483
060014382031022,94544,2471
060014382031023,94544,2949
060014382031024,94587,175049
060014382031025,94544,4737
060014382031026,94544,30648
060014382031027,94544,160607
060014382031028,94544,16942
060014382031029,94544,8245
060014382031030,94544,8865
060014382031031,94544,8362
060014382031032,94544,15545
060014382031033,94544,8442
060014382031034,94544,19947
060014382031035,94544,30701
060014382031036,94544,8355
060014382031037,94544,78764
060014382031038,94544,157941
060014382031039,94544,10912
060014382031040,94544,16632
060014382031041,94544,8886
060014382031042,94544,4600
060014382031043,94544,8987
060014382031044,94544,79394
060014382031045,94544,38041
060014382031046,94544,119431
060014382031047,94544,170799
060014382031048,94544,150987
060014382031049,94544,6336
060014382031050,94544,125808
060014382031051,94544,279527
060014382031052,94544,54837
060014382031053,94544,1609
060014382031054,94544,76368
060014382031055,94544,54240
060014382031056,94544,43540
060014382031057,94544,48842
060014382031058,94544,118731
060014382031059,94544,107854
060014382031060,94544,242640
060014382031061,94544,49096
060014382031062,94544,541113
060014382031063,94544,53710
060014382031064,94544,2175
060014382031065,94544,2391
060014382031066,94544,1459
060014382031067,94544,134859
060014382031068,94544,2441
060014382031069,94544,4781
060014382031070,94544,50385
060014382031071,94544,4198
060014382031072,94544,3543
060014382031073,94544,17185
060014382031074,94544,3654
060014382031075,94544,1315
060014382031076,94544,4595
060014382031077,94544,1471
060014382031078,94544,3296
060014382031079,94544,4121
060014382031080,94544,1369
060014382031081,94544,12396
060014382031082,94544,4950
060014382031083,94544,21234
060014382031084,94544,92737
060014382031085,94587,3751
060014382031086,94587,7667
060014382032000,94544,1508
060014382032001,94544,1208
060014382032002,94544,85702
060014382032003,94544,13934
060014382032004,94544,21697
060014382032005,94544,25100
060014382032006,94544,14828
060014382032007,94544,21780
060014382032008,94544,8610
060014382032009,94544,14687
060014382032010,94544,1309
060014382032011,94544,114072
060014382032012,94544,4376
060014382032013,94544,4823
060014382032014,94544,22391
060014382032015,94544,160025
060014382032016,94544,14367
060014382032017,94544,8136
060014382041000,94544,129577
060014382041001,94544,1763
060014382041002,94544,7249
060014382041003,94544,8412
060014382041004,94544,4012
060014382041005,94544,7868
060014382041006,94544,6124
060014382041007,94544,2293
060014382041008,94544,6486
060014382041009,94544,16363
060014382041010,94544,5863
060014382041011,94544,1606
060014382041012,94544,1385
060014382041013,94544,14232
060014382041014,94544,2114
060014382041015,94544,12295
060014382041016,94544,11924
060014382041017,94544,29613
060014382041018,94544,21809
060014382041019,94544,56369
060014382042000,94544,1988
060014382042001,94544,1052
060014382042002,94544,33511
060014382042003,94544,1117
060014382042004,94544,2047
060014382042005,94544,145357
060014382042006,94544,8702
060014382042007,94544,9396
060014382042008,94544,9462
060014382042009,94544,15077
060014382042010,94544,8140
060014382042011,94544,8813
060014382042012,94544,115510
060014382042013,94544,5925
060014382042014,94544,12277
060014382042015,94544,6201
060014382042016,94544,10841
060014382042017,94544,9756
060014382042018,94544,1397
060014382042019,94544,4378
060014382043000,94544,48780
060014382043001,94544,23105
060014382043002,94544,9605
060014382043003,94544,11897
060014382043004,94544,33455
060014382043005,94544,9236
060014382043006,94544,51562
060014382043007,94544,4507
060014382043008,94544,128878
060014382043009,94544,5228
060014382043010,94544,6416
060014382043011,94544,13028
060014382043012,94544,13249
060014382043013,94544,2707
060014382043014,94544,4050
060014382043015,94544,64428
060014382043016,94544,20418
060014382043017,94544,17723
060014382043018,94544,14134
060014382043019,94544,155823
060014382043020,94544,15667
060014382043021,94544,16772
060014382043022,94544,8450
060014382043023,94544,13038
060014382043024,94544,15302
060014382043025,94544,3072
060014382043026,94544,8095
060014382043027,94544,5130
060014382043028,94544,7799
060014383001000,94545,5469
060014383001001,94545,105521
060014383001002,94545,27963
060014383001003,94545,21594
060014383001004,94545,27709
060014383001005,94545,29089
060014383001006,94545,26847
060014383001007,94545,17423
060014383002000,94545,66584
060014383002001,94545,27214
060014383002002,94545,32850
060014383002003,94545,19578
060014383002004,94545,18779
060014383002005,94545,20327
060014383002006,94545,25525
060014383002007,94545,14809
060014383002008,94545,19288
060014383002009,94545,23564
060014383002010,94545,11996
060014383002011,94545,18656
060014383002012,94545,19514
060014383002013,94545,8843
060014383003000,94545,4607
060014383003001,94545,3165
060014383003002,94545,42509
060014383003003,94545,30436
060014383003004,94545,20742
060014383003005,94545,21115
060014383003006,94545,9827
060014383003007,94545,3057
060014383003008,94545,42186
060014383003009,94545,26171
060014383003010,94545,18927
060014383003011,94545,31455
060014383003012,94545,12655
060014384001000,94545,22296
060014384001001,94545,25123
060014384001002,94545,105249
060014384001003,94545,178889
060014384001004,94545,7844
060014384001005,94545,22608
060014384001006,94545,64209
060014384001007,94545,23786
060014384001008,94545,31920
060014384002000,94545,125197
060014384002001,94545,264656
060014384002002,94545,4988
060014384002003,94545,8436
060014384002004,94545,8742
060014384002005,94545,5205
060014384002006,94545,10002
060014384002007,94545,1393
060014384002008,94545,13649
060014384002009,94545,7930
060014384002010,94545,1038
060014384002011,94545,1104
060014384002012,94545,4600
060014384002013,94545,16910
060014384002014,94545,2050
060014384002015,94545,103719
060014384002016,94545,587349
060014384002017,94545,3546
060014384002018,94545,7522
060014384002019,94545,43554
060014384002020,94545,7029
060014384002021,94545,5764
060014384002022,94545,7384
060014401001000,94552,1301525
060014401001001,94552,15310
060014401001002,94552,8500146
060014401001003,94552,152568
060014401001004,94552,124801
060014401001005,94552,122354
060014401001006,94552,111286
060014401001007,94552,156706
060014401001008,94552,4809
060014401001009,94552,3976657
060014401001010,94552,4158590
060014401001011,94552,2139
060014401001012,94552,1330721
060014401001013,94587,3089886
060014401001014,94544,270618
060014401001015,94544,477290
060014401001016,94544,521
060014401001017,94587,2457717
060014401001018,94587,164050
060014401001019,94587,380854
060014401001020,94587,33218
060014401001021,94587,4284
060014401001022,94587,49445
060014401001023,94587,422447
060014401001024,94587,34587
060014401001025,94587,1847
060014401001026,94587,39221
060014402001000,94587,1782
060014402001001,94587,9713
060014402001002,94587,11247
060014402001003,94587,7292
060014402001004,94587,6150
060014402001005,94587,1129
060014402001006,94587,1454
060014402001007,94587,10945
060014402001008,94587,11102
060014402001009,94587,11232
060014402001010,94587,11018
060014402001011,94587,11044
060014402001012,94587,11241
060014402001013,94587,22199
060014402001014,94587,11021
060014402001015,94587,11086
060014402001016,94587,3563
060014402001017,94587,1026
060014402001018,94587,1155
060014402001019,94587,7408
060014402001020,94587,11508
060014402001021,94587,11029
060014402001022,94587,11109
060014402001023,94587,28142
060014402001024,94587,19114
060014402001025,94587,15252
060014402001026,94587,1294
060014402001027,94587,1355
060014402001028,94587,1109
060014402001029,94587,18248
060014402001030,94587,12091
060014402002000,94587,4980
060014402002001,94587,19800
060014402002002,94587,11154
060014402002003,94587,22363
060014402002004,94587,11115
060014402002005,94587,11322
060014402002006,94587,10962
060014402002007,94587,11076
060014402002008,94587,11097
060014402002009,94587,11010
060014402002010,94587,12863
060014402002011,94587,12802
060014402002012,94587,12816
060014402002013,94587,11127
060014402002014,94587,20319
060014402002015,94587,11938
060014402002016,94587,12671
060014402002017,94587,12672
060014402002018,94587,24016
060014402002019,94587,12290
060014402002020,94587,3365
060014402002021,94587,1789
060014402002022,94587,1185
060014402002023,94587,1297
060014402002024,94587,6518
060014402003000,94587,42189
060014402003001,94587,11098
060014402003002,94587,11083
060014402003003,94587,11048
060014402003004,94587,10991
060014402003005,94587,4230
060014402003006,94587,10520
060014402003007,94587,54453
060014402003008,94587,9890
060014402003009,94587,11121
060014402003010,94587,9327
060014402003011,94587,10833
060014402003012,94587,11208
060014402003013,94587,9956
060014402003014,94587,10174
060014402003015,94587,12541
060014402003016,94587,10862
060014402003017,94587,11259
060014402003018,94587,11284
060014402003019,94587,11244
060014402003020,94587,22044
060014402003021,94587,11655
060014402003022,94587,11070
060014402003023,94587,10952
060014402004000,94587,1868
060014402004001,94587,1192
060014402004002,94587,10121
060014402004003,94587,10432
060014402004004,94587,6945
060014402004005,94587,11016
060014402004006,94587,6043
060014402004007,94587,10769
060014402004008,94587,1412
060014402004009,94587,6842
060014402004010,94587,11036
060014402004011,94587,11111
060014402004012,94587,11070
060014402004013,94587,11029
060014402004014,94587,11068
060014402004015,94587,11129
060014402004016,94587,11286
060014402004017,94587,11039
060014402004018,94587,11083
060014402004019,94587,11120
060014402004020,94587,11088
060014402004021,94587,11134
060014402004022,94587,11185
060014402004023,94587,11111
060014402004024,94587,11115
060014402004025,94587,10995
060014403011000,94587,50405
060014403011001,94587,174173
060014403011002,94587,6927
060014403011003,94587,12642
060014403011004,94587,11992
060014403011005,94587,9043
060014403011006,94587,7205
060014403011007,94587,12388
060014403011008,94587,8991
060014403011009,94587,34331
060014403011010,94587,5067
060014403011011,94587,7204
060014403011012,94587,8438
060014403011013,94587,18884
060014403011014,94587,7728
060014403011015,94587,8715
060014403012000,94587,13047
060014403012001,94587,37664
060014403012002,94587,21458
060014403012003,94587,25161
060014403012004,94587,11592
060014403012005,94587,63303
060014403012006,94587,30329
060014403012007,94587,17435
060014403012008,94587,16291
060014403012009,94587,12283
060014403012010,94587,25645
060014403012011,94587,27957
060014403012012,94587,19080
060014403012013,94587,145487
060014403012014,94587,13413
060014403012015,94587,4502
060014403013000,94544,306364
060014403013001,94587,4579
060014403013002,94587,745292
060014403013003,94587,43892
060014403013004,94587,9577
060014403013005,94587,9610
060014403013006,94587,22351
060014403013007,94587,17227
060014403013008,94587,10876
060014403013009,94587,10685
060014403013010,94587,25304
060014403013011,94587,11911
060014403013012,94587,9573
060014403013013,94587,1704
060014403013014,94587,9074
060014403013015,94587,62708
060014403013016,94587,17580
060014403013017,94587,3266
060014403013018,94587,56111
060014403013019,94587,48568
060014403013020,94587,29982
060014403013021,94587,6404
060014403013022,94587,26272
060014403014000,94587,3509
060014403014001,94587,11903
060014403014002,94587,38313
060014403014003,94587,23203
060014403014004,94587,47751
060014403014005,94587,28600
060014403014006,94587,120803
060014403014007,94587,42893
060014403014008,94587,34134
060014403014009,94587,7066
060014403014010,94587,59510
060014403014011,94587,57041
060014403014012,94587,197250
060014403014013,94587,72560
060014403014014,94587,48493
060014403014015,94587,55154
